4.273120,  4.176605,  2.659618,  2.489990,  1
2.291899,  3.656069,  -1.711748,  -2.261591,  1
-2.416038,  1.455466,  1.068231,  7.067349,  1
3.109274,  9.777570,  2.963889,  2.683444,  1
-3.724043,  -9.131310,  4.732031,  3.304929,  1
-3.267489,  -2.640964,  5.315654,  2.415380,  1
2.417205,  11.767932,  -0.915031,  4.186735,  1
-6.734219,  5.209555,  -5.547625,  -1.815812,  1
2.504042,  5.913108,  0.245209,  -3.050663,  1
0.285859,  -3.346638,  -5.537861,  -2.536711,  1
0.887750,  -2.396417,  -4.927878,  -0.572542,  1
-1.823079,  6.971411,  -2.366829,  -5.070095,  1
2.136332,  -5.081485,  -4.340142,  6.815154,  1
-2.740202,  -1.452238,  0.215734,  1.363583,  1
2.150835,  -2.435768,  -7.128881,  8.933487,  1
1.751201,  -2.754731,  -2.806073,  2.463017,  1
8.662344,  2.534057,  -1.973701,  6.620409,  1
3.785038,  3.188529,  -4.706675,  2.598175,  1
-0.668196,  -0.699256,  -2.410400,  3.347129,  1
3.123680,  3.420566,  -9.425546,  1.294261,  1
-2.291270,  0.266779,  5.460357,  -3.451689,  1
-0.589822,  2.933069,  -0.162446,  1.732377,  1
1.310926,  -3.641061,  0.737830,  0.382949,  1
8.148493,  1.885003,  0.235897,  -3.013932,  1
-0.030000,  -0.811584,  -5.401322,  -3.793468,  1
2.511588,  3.659077,  -5.954148,  3.569162,  1
1.738167,  -0.661489,  -0.020761,  3.027073,  1
-3.961367,  8.203387,  4.154174,  4.507062,  1
5.929489,  -2.673659,  -2.471015,  14.294794,  1
2.299617,  -1.733813,  -1.184236,  10.321210,  1
6.642609,  -2.877311,  0.375999,  4.197074,  1
4.485783,  2.102765,  -1.067631,  -0.906656,  1
-4.131170,  2.812515,  1.826307,  -3.070334,  1
4.337563,  -1.892928,  13.365486,  -1.823322,  1
-3.054877,  2.899367,  0.454697,  -5.373822,  1
1.193945,  -5.625633,  -4.570558,  2.330292,  1
6.781638,  -5.352938,  -0.044042,  -1.290130,  1
-1.832619,  -3.776622,  2.646735,  3.236528,  1
-2.643302,  0.759196,  5.058241,  -2.804157,  1
-8.429705,  1.239371,  7.975845,  8.209887,  1
2.263059,  -6.016442,  -4.141901,  -1.922728,  1
2.870583,  -2.726729,  0.354660,  -0.769585,  1
3.331169,  -2.664918,  3.043505,  1.305962,  1
2.136057,  2.489857,  -5.225533,  5.195453,  1
0.788231,  -1.497153,  0.603905,  -1.209108,  1
-6.055972,  -5.933371,  3.529957,  1.473250,  1
-0.192687,  3.355116,  -5.018760,  9.322908,  1
7.321126,  6.521482,  2.565494,  10.618817,  1
2.299327,  1.597850,  -6.916571,  3.778956,  1
0.600204,  6.333404,  -2.601339,  -4.219126,  1
-1.290862,  1.067385,  -1.549098,  5.380833,  1
