0.302992, -0.269620,  1
1.266341, 1.194300,  1
1.711145, -0.099993,  1
0.726347, -0.259138,  1
1.915837, 0.367567,  1
1.715658, -0.056237,  1
-1.152252, -0.508346,  1
1.797034, 0.315534,  1
1.697418, 0.387403,  1
1.612092, 0.125807,  1
0.064181, -0.137842,  1
2.378027, 0.627774,  1
0.581760, -0.583012,  1
1.233087, -0.625283,  1
2.788544, 0.809198,  1
0.955653, -0.933185,  1
1.989262, -0.322755,  1
2.310666, -0.126917,  1
1.414370, -0.206739,  1
1.816827, -0.249177,  1
2.937583, 0.836592,  1
2.230390, 0.362437,  1
2.650637, -0.064141,  1
0.215093, 0.608627,  1
1.043394, 1.548883,  1
1.128063, 0.374609,  1
1.128038, 0.428616,  1
-0.415276, 0.438493,  1
0.742261, 0.729520,  1
0.077736, 0.094751,  1
0.725253, 1.436914,  1
1.576707, -0.145100,  1
0.499692, 0.493825,  1
1.588016, 0.369416,  1
0.295897, -1.005525,  1
0.160370, 0.449295,  1
1.175462, 1.085296,  1
1.641871, 1.254724,  1
2.061556, 0.710994,  1
0.862485, 0.986696,  1
1.706398, -1.651318,  1
0.650330, 1.519377,  1
0.957003, 0.456765,  1
2.952382, 0.266168,  1
1.665073, 0.196321,  1
1.410126, 0.339546,  1
1.573119, -0.126111,  1
-0.115297, -1.359373,  1
1.225691, -0.278451,  1
0.783964, 0.200355,  1
0.836216, 0.149129,  1
1.018358, -0.841611,  1
0.391879, -0.403993,  1
0.174593, 0.568840,  1
0.763220, 1.350342,  1
0.314929, 1.094777,  1
0.086655, 1.853418,  1
1.443606, -0.174076,  1
-0.118013, -0.844841,  1
3.848280, 0.638052,  1
1.045157, 0.540540,  1
1.292580, -0.006678,  1
-1.121732, -1.057026,  1
1.232517, 1.005389,  1
-0.185379, 1.103982,  1
0.079497, 0.401936,  1
1.316655, -0.039668,  1
2.166827, 0.393340,  1
1.582875, 0.148793,  1
0.934685, 0.741684,  1
2.159103, 1.022452,  1
1.098611, 0.684030,  1
0.669018, -0.273866,  1
1.243522, 0.111865,  1
-0.892162, 1.033999,  1
-0.010652, -0.546629,  1
0.741476, 0.605313,  1
-0.637234, 0.421178,  1
0.954946, -0.156336,  1
0.373409, 0.528714,  1
1.246537, -1.304288,  1
1.341155, -0.696097,  1
0.779635, -0.978299,  1
1.190329, 1.245842,  1
2.106255, -0.127137,  1
2.081435, 1.149159,  1
0.890428, -1.020553,  1
2.041661, 0.577512,  1
0.656977, -0.026274,  1
0.031374, -0.026154,  1
-0.222628, 0.173215,  1
0.974760, 0.319092,  1
1.284491, -0.353404,  1
1.758998, -0.134178,  1
2.489866, 0.093749,  1
1.233098, -1.607467,  1
2.573570, -0.301629,  1
0.973132, -0.862603,  1
0.859720, 0.295048,  1
1.431995, 0.547505,  1
-1.175897, -1.020104,  0
0.697149, -0.186354,  0
-1.201898, 0.244667,  0
-0.228000, 0.223098,  0
-0.465247, 0.600561,  0
-0.290158, -1.626091,  0
-2.166100, 0.763453,  0
-1.423709, -1.073261,  0
-0.082223, 0.986742,  0
-0.129962, 0.158814,  0
-1.614617, -1.496009,  0
-1.459029, -1.136974,  0
-0.758627, -0.262906,  0
-1.603327, 0.328698,  0
-1.139427, 2.265318,  0
-1.366281, -0.688077,  0
-2.784300, 0.259152,  0
-1.515411, -1.222942,  0
-1.475476, -0.866898,  0
-1.245085, -0.320182,  0
-1.860188, -0.231729,  0
-0.930591, 0.403437,  0
-0.489633, 1.139976,  0
-1.170680, -1.364622,  0
-0.833671, -0.255538,  0
-1.092664, -0.608983,  0
-2.419477, 0.825599,  0
0.014939, -1.072932,  0
0.078056, 0.264093,  0
-1.713143, -0.291209,  0
-1.506021, 0.632186,  0
0.229817, 1.849670,  0
-1.167040, 0.136493,  0
-1.433183, 1.851137,  0
-0.446091, -1.417083,  0
-1.661673, 0.132109,  0
-0.124765, -0.738375,  0
-0.089604, -0.311217,  0
-0.876994, 0.769348,  0
-1.470143, 0.424845,  0
-1.516414, 0.758466,  0
-0.711599, -0.536674,  0
-0.109977, -0.005543,  0
-0.673559, -0.033590,  0
0.970114, -0.639620,  0
-1.106662, -0.679566,  0
-0.698697, -0.727622,  0
-1.724097, -0.659518,  0
-2.139685, 0.068904,  0
-0.357602, 0.319450,  0
-0.072075, 0.070246,  0
-1.151010, 0.409462,  0
-2.080831, -0.562061,  0
-0.854415, 0.119376,  0
-1.747091, -1.217253,  0
-0.057834, -0.737779,  0
-0.349993, 0.526798,  0
-0.928303, 0.550556,  0
-1.183867, -0.640743,  0
-1.651571, -0.792218,  0
-1.477428, -1.004933,  0
-0.861192, -0.295603,  0
-0.013734, -1.649606,  0
-0.708388, 0.238395,  0
-1.275217, -0.206762,  0
-1.212322, -0.515231,  0
-1.735775, 1.611732,  0
-0.935010, 1.164392,  0
-0.813097, 0.117994,  0
-0.514555, 0.859684,  0
-0.377600, 0.366168,  0
-1.991359, 1.080193,  0
-2.040313, 0.309692,  0
-1.302950, 0.057867,  0
-0.919156, 0.770059,  0
0.144537, 0.186821,  0
-0.826631, -0.513533,  0
0.114103, -1.104275,  0
-2.036873, 1.377781,  0
-1.720506, -0.107193,  0
-1.110602, 0.851961,  0
-0.992550, 0.508493,  0
-1.481805, -0.855666,  0
-0.521843, -1.182961,  0
-1.595125, 0.828352,  0
-0.994858, -1.433992,  0
-0.224468, -0.313200,  0
-1.162261, -0.258076,  0
-0.830621, 0.798370,  0
-1.089228, 0.511273,  0
0.613742, -0.710219,  0
-1.756155, 0.123983,  0
-0.259285, 0.004243,  0
-1.046884, -1.520402,  0
-0.292604, -0.585479,  0
-1.239647, 0.528562,  0
-0.058657, -0.245822,  0
-1.762953, -1.710780,  0
-1.043369, -0.121661,  0
-1.244475, 0.335518,  0
